cleaned_name,occurrences,correct_name
santoináciodopiauí,2,Santo Inacio Do Piaui
barrad'alcantara,2,Barra D'Alcantara
saojoaodavarjota,2,Sao Joao Da Varjota
ipirangadopiauí,2,Ipiranga Do Piaui
alegretedopiauí,2,Alegrete Do Piaui
caldeiraograndedopiaui,2,Caldeirao Grande Do Piaui
alagoinhadopiauí,2,Alagoinha Do Piaui
capitaogervasiooliveira,2,Capitao Gervasio Oliveira
dirceuarcoverde,2,Dirceu Arcoverde
belavistadopiauí,2,Bela Vista Do Piaui
guaribas,2,Guaribas
coroneljosedias,2,Coronel Jose Dias
saolourencodopiaui,2,Sao Lourenco Do Piaui
saofranciscodeassisdopiauí,2,Sao Francisco De Assis Do Piaui
manoelemídio,2,Manoel Emidio
sebastiaoleal,2,Sebastiao Leal
antonioalmeida,2,Antonio Almeida
colôniadogurguéia,2,Colonia Do Gurgueia
portoalegredopiaui,2,Porto Alegre Do Piaui
nazaredopiaui,2,Nazare Do Piaui
palmeiradopiauí,2,Palmeira Do Piaui
alvoradadogurgueia,2,Alvorada Do Gurgueia
barreirasdopiaui,2,Barreiras Do Piaui
julioborges,2,Julio Borges
palmeiradopiaui,2,Palmeira Do Piaui
luísdomingues,2,Luis Domingues
centraldomaranhao,2,Central Do Maranhao
pindarémirim,2,Pindare-Mirim
monçao,2,Moncao
brejodeareia,2,Brejo De Areia
itapecuru-mirim,2,Itapecuru Mirim
santaquitériadomaranhao,2,Santa Quiteria Do Maranhao
matões,2,Matoes
sucupiradoriachao,2,Sucupira Do Riachao
saofranciscodomaranhao,2,Sao Francisco Do Maranhao
olhodaguadascunhas,2,Olho D'Água Das Cunhas
saoluísgonzagadomaranhao,2,Sao Luis Gonzaga Do Maranhao
gonçalvesdias,2,Goncalves Dias
montesaltos,2,Montes Altos
governadoredisonlobao,2,Governador Edison Lobao
senadorlaroque,2,CHECK_MANUALLY
curua,2,Curua
faro,2,Faro
castelodossonhos,2,CHECK_MANUALLY
vitoriadoxingu,2,Vitoria Do Xingu
melgaço,2,Melgaco
viladoscabanos,2,CHECK_MANUALLY
palestinadopara,2,Palestina Do Para
santamariadasbarreiras,2,Santa Maria Das Barreiras
ulianópolis,2,Ulianopolis
cachoeiradopiriá,2,Cachoeira Do Piria
ourém,2,Ourem
cachoeiradopiria,2,Cachoeira Do Piria
tomé-açú,2,Tome-Acu
benfica,2,CHECK_MANUALLY
americano,2,CHECK_MANUALLY
curuçá,2,Curuca
cachoeiradoarari,2,Cachoeira Do Arari
afuá,2,Afua
mazagao,2,Mazagao
amapa,2,Amapa
calcoene,2,Calcoene
clevelandiadonorte,2,CHECK_MANUALLY
urucará,2,Urucara
manicore,2,Manicore
normandia,2,Normandia
caracaraí,2,Caracarai
manaquiri,2,Manaquiri
caapiranga,2,Caapiranga
maraa,2,Maraa
codajás,2,Codajas
itamarati,2,Itamarati
jurua,2,Jurua
tonantins,2,Tonantins
jutai,2,Jutai
amatura,2,Amatura
novoairao,2,Novo Airao
guajará,2,Guajara
envira,2,Envira
mânciolima,2,Mancio Lima
acrelândia,2,Acrelandia
paranoa,2,CHECK_MANUALLY
candangolândia,2,CHECK_MANUALLY
teresinadegoiás,2,Teresina De Goias
águafriadegoiás,2,Água Fria De Goias
planaltinadegoias,2,CHECK_MANUALLY
mimosodegoiás,2,Mimoso De Goias
guaranidegoias,2,Guarani De Goias
damianópolis,2,Damianopolis
sousania,2,CHECK_MANUALLY
bonfinópolis,2,Bonfinopolis
terezópolisdegoiás,2,Terezopolis De Goias
terezopolisdegoias,2,Terezopolis De Goias
cristianópolis,2,Cristianopolis
aragoiânia,2,Aragoiania
campestredegoias,2,Campestre De Goias
jesúpolis,2,Jesupolis
santarosadegoiás,2,Santa Rosa De Goias
santoantôniodorioverde,2,CHECK_MANUALLY
santoantoniodorioverde,2,CHECK_MANUALLY
urutaí,2,Urutai
palestinadegoias,2,Palestina De Goias
gouvelândia,2,Gouvelandia
maurilândia,2,Maurilandia
turvelândia,2,Turvelandia
mossâmedes,2,Mossamedes
cachoeiradegoias,2,Cachoeira De Goias
ivolandia,2,Ivolandia
buritidegoiás,2,Buriti De Goias
baliza,2,Baliza
pilardegoias,2,Pilar De Goias
ipirangadegoiás,2,Ipiranga De Goias
campinaçu,2,Campinacu
uirapuru,2,Uirapuru
mutunópolis,2,Mutunopolis
heitorai,2,Heitorai
guaraíta,2,Guaraita
novacalifornia,2,CHECK_MANUALLY
valedoparaíso,2,Vale Do Paraiso
urupá,2,Urupa
conceiçaodotocantins,2,Conceicao Do Tocantins
taipasdotocantins,2,Taipas Do Tocantins
chapadadanatividade,2,Chapada Da Natividade
novarosalândia,2,Nova Rosalandia
novarosalandia,2,Nova Rosalandia
silvanópolis,2,Silvanopolis
lizarda,2,Lizarda
montesantodotocantins,2,Monte Santo Do Tocantins
lagoadotocantins,2,Lagoa Do Tocantins
barrolândia,2,Barrolandia
aparecidadorionegro,2,Aparecida Do Rio Negro
itaporadotocantins,2,Itapora Do Tocantins
brasilandiadotocantins,2,Brasilandia Do Tocantins
santafédoaraguaia,2,Santa Fe Do Araguaia
wanderlândia,2,Wanderlandia
axixádotocantins,2,Axixa Do Tocantins
santoantôniodoleverger,2,Santo Antonio Do Leverger
curvelândia,2,Curvelandia
nortelândia,2,Nortelandia
novamarilândia,2,Nova Marilandia
acorizal,2,Acorizal
novamaringá,2,Nova Maringa
novanazaré,2,Nova Nazare
prudênciothomaz,2,CHECK_MANUALLY
pontinhadococho,2,CHECK_MANUALLY
inocência,2,Inocencia
bataipora,2,CHECK_MANUALLY
vilavargas,2,CHECK_MANUALLY
montese,2,CHECK_MANUALLY
sangapuita,2,CHECK_MANUALLY
alexandra,2,CHECK_MANUALLY
ilhadosvaladares,2,CHECK_MANUALLY
caetanomendes,2,CHECK_MANUALLY
coloniavitoria,2,CHECK_MANUALLY
reservadoiguaçu,2,Reserva Do Iguacu
diamantedosul,2,Diamante Do Sul
honórioserpa,2,Honorio Serpa
cruzeirodoiguaçu,2,Cruzeiro Do Iguacu
flôrdaserradosul,2,Flor Da Serra Do Sul
renascença,2,Renascenca
pinhaldesaobento,2,Pinhal De Sao Bento
peroladoeste,2,Perola D'Oeste
diamantedoeste,2,Diamante D'Oeste
sedealvorada,2,CHECK_MANUALLY
serranópolisdoiguaçu,2,Serranopolis Do Iguacu
auroradoiguacu,2,CHECK_MANUALLY
portomendes,2,CHECK_MANUALLY
doutoroliveiracastro,2,CHECK_MANUALLY
dezdemaio,2,CHECK_MANUALLY
saopedrodoiguaçu,2,Sao Pedro Do Iguacu
saojerônimodaserra,2,Sao Jeronimo Da Serra
cruzeirodonorte,2,CHECK_MANUALLY
barradojacaré,2,Barra Do Jacare
panema,2,CHECK_MANUALLY
nossasenhoradasgraças,2,Nossa Senhora Das Gracas
santazelia,2,CHECK_MANUALLY
rosáriodoivaí,2,Rosario Do Ivai
luar,2,CHECK_MANUALLY
saomanoeldoparaná,2,Sao Manoel Do Parana
vidigal,2,CHECK_MANUALLY
janiópolis,2,Janiopolis
4ºcentenario,2,Centenario
saojorgedopatrocínio,2,Sao Jorge Do Patrocinio
portosaojose,2,CHECK_MANUALLY
itaúnadosul,2,Itauna Do Sul
botuverá,2,Botuvera
anitápolis,2,Anitapolis
graopará,2,Grao Para
siderópolis,2,Sideropolis
estaçaococal,2,CHECK_MANUALLY
maracajá,2,Maracaja
timbédosul,2,Timbe Do Sul
calmon,2,Calmon
freirogério,2,Frei Rogerio
brunópolis,2,Brunopolis
jaborá,2,Jabora
ibicaré,2,Ibicare
lindóiadosul,2,Lindoia Do Sul
marema,2,Marema
marianapimentel,2,Mariana Pimentel
novasardenha,2,CHECK_MANUALLY
otaviorocha,2,CHECK_MANUALLY
muitoscapoes,2,Muitos Capoes
andredarocha,2,Andre Da Rocha
andrédarocha,2,Andre Da Rocha
rainhadomar,2,CHECK_MANUALLY
capaonovo,2,CHECK_MANUALLY
maquiné,2,Maquine
marata,2,Marata
coqueirobaixo,2,Coqueiro Baixo
arambaré,2,Arambare
arroiodopadre,2,Arroio Do Padre
colôniaz-3,2,CHECK_MANUALLY
colonianova,2,CHECK_MANUALLY
pântanogrande,2,Pantano Grande
lagoabonitadosul,2,Lagoa Bonita Do Sul
santamargaridadosul,2,Santa Margarida Do Sul
sant'anadolivramento,2,Sant'Ana Do Livramento
garruchos,2,Garruchos
saopaulodasmissões,2,Sao Paulo Das Missoes
ivora,2,Ivora
doisirmaosdasmissões,2,Dois Irmaos Das Missoes
doisirmaosdasmissoes,2,Dois Irmaos Das Missoes
caiçara,2,Caicara
vistagaúcha,2,Vista Gaucha
miraguaí,2,Miraguai
saovaleriodosul,2,Sao Valerio Do Sul
esperançadosul,2,Esperanca Do Sul
inhacorá,2,Inhacora
ubiretama,2,Ubiretama
portoveracruz,2,Porto Vera Cruz
santoantoniodopalma,2,Santo Antonio Do Palma
lagoadostrêscantos,2,Lagoa Dos Tres Cantos
trêspalmeiras,2,Tres Palmeiras
carlosgomes,2,Carlos Gomes
áurea,2,Áurea
tupancidosul,2,Tupanci Do Sul
muliterno,2,Muliterno
santaceciliadosul,2,Santa Cecilia Do Sul
vilalângaro,2,Vila Langaro
saaopaulo,1,CHECK_MANUALLY
guarulhos-sp,1,CHECK_MANUALLY
jordanésia,1,CHECK_MANUALLY
sbcampo,1,CHECK_MANUALLY
anadias,1,CHECK_MANUALLY
jacaré(cabreúva),1,CHECK_MANUALLY
cardeal,1,CHECK_MANUALLY
jacare(cabreuva),1,CHECK_MANUALLY
bomfimdobomjesus,1,CHECK_MANUALLY
santabárbarad`oeste,1,Santa Barbara D'Oeste
santaeudóxia,1,CHECK_MANUALLY
aguavermelha,1,CHECK_MANUALLY
santacruzdaconceiçao,1,Santa Cruz Da Conceicao
martinhopradojunior,1,CHECK_MANUALLY
eleutério,1,CHECK_MANUALLY
eleuterio,1,CHECK_MANUALLY
francasp,1,CHECK_MANUALLY
saobeneditodacachoeirinha,1,CHECK_MANUALLY
pioneiros,1,CHECK_MANUALLY
engenheirobalduíno,1,CHECK_MANUALLY
sebastianópolisdosul,1,Sebastianopolis Do Sul
mirassolândia,1,Mirassolandia
bandeirantesd'oeste,1,CHECK_MANUALLY
embaúba,1,Embauba
boavistadosandradas,1,CHECK_MANUALLY
brasitânia,1,CHECK_MANUALLY
dolcinópolis,1,Dolcinopolis
aspásia,1,Aspasia
roberto,1,CHECK_MANUALLY
saojoaodeitaguaçu,1,CHECK_MANUALLY
termasdeibira,1,CHECK_MANUALLY
jurupema,1,CHECK_MANUALLY
pongaí,1,Pongai
tresaliancas,1,CHECK_MANUALLY
paulistânia,1,Paulistania
santelmo,1,CHECK_MANUALLY
potunduva,1,CHECK_MANUALLY
guaianas,1,CHECK_MANUALLY
guarapua,1,CHECK_MANUALLY
lupércio,1,Lupercio
saojoaodopaud%26apos%3balho,1,CHECK_MANUALLY
gramadinho,1,CHECK_MANUALLY
bomretirodaesperanca,1,CHECK_MANUALLY
bomsucessodeitarare,1,Bom Sucesso De Itarare
pratânia,1,Pratania
rubiaojunior,1,CHECK_MANUALLY
piramboia,1,CHECK_MANUALLY
irapé,1,CHECK_MANUALLY
sodrelia,1,CHECK_MANUALLY
caporanga,1,CHECK_MANUALLY
eneida,1,CHECK_MANUALLY
cuiabápaulista,1,CHECK_MANUALLY
emilianópolis,1,Emilianopolis
campinal,1,CHECK_MANUALLY
iubatinga,1,CHECK_MANUALLY
gardenia,1,CHECK_MANUALLY
florinea,1,Florinea
saojosédaslaranjeiras,1,CHECK_MANUALLY
saojosedaslaranjeiras,1,CHECK_MANUALLY
"riodejaneiro,riodejaneiro,brasil",1,CHECK_MANUALLY
rj,1,CHECK_MANUALLY
riojaneiro,1,CHECK_MANUALLY
paratimirim,1,CHECK_MANUALLY
afonsoarinos,1,CHECK_MANUALLY
guiadepacobaíba,1,CHECK_MANUALLY
´teresopolis,1,Teresopolis
sacrafamíliadotinguá,1,CHECK_MANUALLY
californiadabarra(barradopirai),1,CHECK_MANUALLY
saojosédoturvo,1,CHECK_MANUALLY
getulândia,1,CHECK_MANUALLY
passatrês,1,CHECK_MANUALLY
penedo(itatiaia),1,CHECK_MANUALLY
parapeuna,1,CHECK_MANUALLY
camposdosgoytacaze,1,CHECK_MANUALLY
retirodomuriaé,1,CHECK_MANUALLY
calheiros,1,CHECK_MANUALLY
carabuçu,1,CHECK_MANUALLY
colonia,1,CHECK_MANUALLY
tresirmaos,1,CHECK_MANUALLY
cambiasca,1,CHECK_MANUALLY
ipuca,1,CHECK_MANUALLY
laranjais,1,CHECK_MANUALLY
boasorte,1,CHECK_MANUALLY
valaodobarro,1,CHECK_MANUALLY
banquete,1,CHECK_MANUALLY
japuíba,1,CHECK_MANUALLY
portovelhodocunha,1,CHECK_MANUALLY
saojosedoribeirao,1,CHECK_MANUALLY
viscondedeimbe,1,CHECK_MANUALLY
tamoios(cabofrio),1,CHECK_MANUALLY
bacaxa(saquarema)-distrito,1,CHECK_MANUALLY
sampaiocorreia,1,CHECK_MANUALLY
...arraialdocabo,1,Arraial Do Cabo
praiagrande(fundao)-distrito,1,CHECK_MANUALLY
paraju,1,CHECK_MANUALLY
córregodosmonos,1,CHECK_MANUALLY
saojoaodevicosa,1,CHECK_MANUALLY
vendanovadoimigrante-es,1,CHECK_MANUALLY
corregodosmonos,1,CHECK_MANUALLY
saojosedastorres,1,CHECK_MANUALLY
altocalcado,1,CHECK_MANUALLY
cafe,1,CHECK_MANUALLY
saopedroderates,1,CHECK_MANUALLY
divinodesaolourenço,1,Divino De Sao Lourenco
itaimbe,1,CHECK_MANUALLY
saojoaodepetropolis,1,CHECK_MANUALLY
santoantôniodocanaa,1,CHECK_MANUALLY
acioli,1,CHECK_MANUALLY
altomutumpreto,1,CHECK_MANUALLY
governadorlacerdadeaguiar,1,CHECK_MANUALLY
vinhatico,1,CHECK_MANUALLY
cristaldonorte,1,CHECK_MANUALLY
itaunas,1,CHECK_MANUALLY
linharesl,1,CHECK_MANUALLY
belohorizonta,1,CHECK_MANUALLY
bh,1,CHECK_MANUALLY
veracruzdeminas,1,CHECK_MANUALLY
saojosedoacacio,1,CHECK_MANUALLY
baguari,1,CHECK_MANUALLY
joanésia,1,Joanesia
marliéria,1,Marlieria
ferruginha,1,CHECK_MANUALLY
conceiçaodocapim,1,CHECK_MANUALLY
aldeia,1,CHECK_MANUALLY
galiléia,1,Galileia
saovicentedograma,1,CHECK_MANUALLY
bicuiba,1,CHECK_MANUALLY
santaluziadecaratinga,1,CHECK_MANUALLY
santanadotabuleiro,1,CHECK_MANUALLY
córregonovo,1,Corrego Novo
saovicentedaestrela,1,CHECK_MANUALLY
santoantoniodomanhuacu,1,CHECK_MANUALLY
grota,1,CHECK_MANUALLY
lavrasnovas,1,CHECK_MANUALLY
furquim,1,CHECK_MANUALLY
santoantôniodoleite,1,CHECK_MANUALLY
saobartolomeu,1,CHECK_MANUALLY
santanadoparaopeba,1,CHECK_MANUALLY
piedadedoparaopeba,1,CHECK_MANUALLY
rosariodopontal,1,CHECK_MANUALLY
neolândia,1,CHECK_MANUALLY
japaraíba,1,Japaraiba
saojosedossalgados,1,CHECK_MANUALLY
martinsguimaraes,1,CHECK_MANUALLY
engenhodoribeiro,1,CHECK_MANUALLY
saojosédavarginha,1,Sao Jose Da Varginha
antunes(igaratinga),1,CHECK_MANUALLY
torneiros,1,CHECK_MANUALLY
meloviana,1,CHECK_MANUALLY
santaritadocedro,1,CHECK_MANUALLY
araçaí,1,Aracai
anguereta,1,CHECK_MANUALLY
jequitibá,1,Jequitiba
esmeraldasdeferros,1,CHECK_MANUALLY
santoantoniodonorte,1,CHECK_MANUALLY
gororos,1,CHECK_MANUALLY
itambédomatodentro,1,Itambe Do Mato Dentro
gororós,1,CHECK_MANUALLY
fonseca,1,CHECK_MANUALLY
senhoradocarmo,1,CHECK_MANUALLY
barrafeliz,1,CHECK_MANUALLY
juízdefora,1,Juiz De Fora
sarandira,1,CHECK_MANUALLY
rosariodeminas,1,CHECK_MANUALLY
pedroteixeira,1,Pedro Teixeira
mantiqueiradopalmital,1,CHECK_MANUALLY
santabárbaradotugúrio,1,Santa Barbara Do Tugurio
pinheirogrosso,1,CHECK_MANUALLY
abreus,1,CHECK_MANUALLY
vitorinos,1,CHECK_MANUALLY
vitorinos-altoriodoce,1,CHECK_MANUALLY
saosebastiaodostorres,1,CHECK_MANUALLY
saosebastiaodavitória,1,CHECK_MANUALLY
conceiçaodabarrademinas,1,Conceicao Da Barra De Minas
mercêsdeágualimpa,1,CHECK_MANUALLY
altomaranhao,1,CHECK_MANUALLY
caranaíba,1,Caranaiba
pinheirosaltos,1,CHECK_MANUALLY
santoantoniodopirapetinga,1,CHECK_MANUALLY
riomelo,1,CHECK_MANUALLY
bráspires,1,Bras Pires
cachoeiradesantacruz,1,CHECK_MANUALLY
guarará,1,Guarara
chiador,1,Chiador
cataguarino,1,CHECK_MANUALLY
itapirucu,1,CHECK_MANUALLY
ribeirojunqueira,1,CHECK_MANUALLY
cisneiros,1,CHECK_MANUALLY
saomanoeldoguaiacu,1,CHECK_MANUALLY
silveiracarvalho,1,CHECK_MANUALLY
vermelho,1,CHECK_MANUALLY
cachoeiraalegre,1,CHECK_MANUALLY
orizânia,1,Orizania
catune,1,CHECK_MANUALLY
pontealtademinas,1,CHECK_MANUALLY
realeza(manhuacu),1,CHECK_MANUALLY
roseiral,1,CHECK_MANUALLY
saopedrodoavaí,1,CHECK_MANUALLY
lavrasmg,1,CHECK_MANUALLY
tabuao,1,CHECK_MANUALLY
saojosédoalegre,1,Sao Jose Do Alegre
natércia,1,Natercia
silvianópolis,1,Silvianopolis
conceiçaodaspedras,1,Conceicao Das Pedras
itaim,1,CHECK_MANUALLY
marmelópolis,1,Marmelopolis
saomateusdeminas,1,CHECK_MANUALLY
palmeiral,1,CHECK_MANUALLY
saogonçalodebotelhos,1,CHECK_MANUALLY
saogoncalodebotelhos,1,CHECK_MANUALLY
santanadecaldas,1,CHECK_MANUALLY
petunia,1,CHECK_MANUALLY
doresópolis,1,Doresopolis
guaxima,1,CHECK_MANUALLY
aparecidademinas,1,CHECK_MANUALLY
limeiradooestemg,1,CHECK_MANUALLY
estreladabarra,1,CHECK_MANUALLY
chaveslandia,1,CHECK_MANUALLY
perdilandia,1,CHECK_MANUALLY
amanhece,1,CHECK_MANUALLY
tapuirama,1,CHECK_MANUALLY
martinesia,1,CHECK_MANUALLY
natalândia,1,Natalandia
canabrava,1,CHECK_MANUALLY
silvano,1,CHECK_MANUALLY
brejobonito,1,CHECK_MANUALLY
olhosd'aguadooeste,1,CHECK_MANUALLY
veredas,1,CHECK_MANUALLY
quintinos,1,CHECK_MANUALLY
córregodanta,1,Corrego Danta
saojoaodachapada,1,CHECK_MANUALLY
pedramenina,1,CHECK_MANUALLY
guaicui,1,CHECK_MANUALLY
andrequice,1,CHECK_MANUALLY
luislândia,1,Luislandia
clarodospoções,1,Claro Dos Pocoes
luizpiresdeminas,1,CHECK_MANUALLY
pintópolis,1,Pintopolis
bentópolisdeminas,1,CHECK_MANUALLY
cacarema,1,CHECK_MANUALLY
saosebastiaodospocoes,1,CHECK_MANUALLY
saojoaodasmissões,1,Sao Joao Das Missoes
verdelândia,1,Verdelandia
vilanovademinas,1,CHECK_MANUALLY
juvenília,1,Juvenilia
caçarema,1,CHECK_MANUALLY
adaocolares,1,CHECK_MANUALLY
catuni,1,CHECK_MANUALLY
santoantôniodoretiro,1,Santo Antonio Do Retiro
tocandira,1,CHECK_MANUALLY
barreirobranco,1,CHECK_MANUALLY
engenheiroschnoor,1,CHECK_MANUALLY
tuparece,1,CHECK_MANUALLY
aguabrancademinas,1,CHECK_MANUALLY
cacaratiba,1,CHECK_MANUALLY
joségonçalvesdeminas,1,Jose Goncalves De Minas
saojosédasafira,1,Sao Jose Da Safira
nelsondesena,1,CHECK_MANUALLY
conceiçaodetronqueiras,1,CHECK_MANUALLY
saopedrodosuaçuí,1,Sao Pedro Do Suacui
novasantaluzia,1,CHECK_MANUALLY
concordiademucuri,1,CHECK_MANUALLY
presidentepena,1,CHECK_MANUALLY
pedroversiani,1,CHECK_MANUALLY
marambainha,1,CHECK_MANUALLY
epaminondasotoni,1,CHECK_MANUALLY
topazio,1,CHECK_MANUALLY
avaídojacinto,1,CHECK_MANUALLY
estreladejordânia,1,CHECK_MANUALLY
estreladejordania,1,CHECK_MANUALLY
arembepe,1,CHECK_MANUALLY
montegordo(camacari)-distrito,1,CHECK_MANUALLY
passé,1,CHECK_MANUALLY
meninojesus,1,CHECK_MANUALLY
santoestêvao,1,Santo Estevao
santanopolis,1,Santanopolis
acupe,1,CHECK_MANUALLY
cabaceirasdoparaguaçu,1,Cabaceiras Do Paraguacu
saoroquedoparaguacu,1,CHECK_MANUALLY
ipecaetá,1,Ipecaeta
antôniogonçalves,1,Antonio Goncalves
anagé,1,Anage
catingal,1,CHECK_MANUALLY
iguaibi,1,CHECK_MANUALLY
cravolândia,1,Cravolandia
engenheirofranca,1,CHECK_MANUALLY
nilopecanha,1,Nilo Pecanha
jequiriçá,1,CHECK_MANUALLY
governadorlomantojunior,1,CHECK_MANUALLY
riodomeio,1,CHECK_MANUALLY
itajudocolônia,1,Itaju Do Colonia
jucuruçu,1,Jucurucu
batinga,1,CHECK_MANUALLY
éricocardoso,1,Érico Cardoso
itaquarai,1,CHECK_MANUALLY
riodoantônio,1,Rio Do Antonio
pindaí,1,Pindai
tauape,1,CHECK_MANUALLY
maniacu,1,CHECK_MANUALLY
contendasdosincorá,1,Contendas Do Sincora
inubia,1,CHECK_MANUALLY
inúbia,1,CHECK_MANUALLY
ubiraita,1,CHECK_MANUALLY
joaoamaro,1,CHECK_MANUALLY
novaredencaobahia,1,CHECK_MANUALLY
muquémdesaofrancisco,1,CHECK_MANUALLY
muquemdesaofrancisco,1,CHECK_MANUALLY
"campoalegredelourdes,bahia,brasil",1,CHECK_MANUALLY
itaguaçudabahia,1,Itaguacu Da Bahia
morpará,1,Morpara
sítiodomato,1,Sitio Do Mato
brejolândia,1,Brejolandia
rodavelha,1,CHECK_MANUALLY
catolândia,1,Catolandia
cristópolis,1,Cristopolis
pedrao,1,Pedrao
araçás,1,Aracas
boauniao,1,CHECK_MANUALLY
açudatorre,1,CHECK_MANUALLY
itanagra,1,Itanagra
saojoaodafortaleza,1,CHECK_MANUALLY
barradotarrachil,1,CHECK_MANUALLY
glória,1,Gloria
ibo,1,CHECK_MANUALLY
lamarao,1,Lamarao
algodões,1,CHECK_MANUALLY
carnaibadosertao,1,CHECK_MANUALLY
santaluziadoitanhy,1,Santa Luzia Do Itanhy
arauá,1,Araua
poçoverde,1,Poco Verde
saomigueldoaleixo,1,Sao Miguel Do Aleixo
rosáriodocatete,1,Rosario Do Catete
muribeca,1,Muribeca
canhoba,1,Canhoba
poçoredondo,1,Poco Redondo
amparodesaofrancisco,1,Amparo De Sao Francisco
jaboataodosgurarapes,1,CHECK_MANUALLY
nossasenhoradaluz,1,CHECK_MANUALLY
brejao,1,Brejao
santoantôniodasqueimadas,1,CHECK_MANUALLY
lajegrande,1,CHECK_MANUALLY
águapreta,1,Água Preta
camela,1,CHECK_MANUALLY
xexéu,1,Xexeu
cortês,1,Cortes
sairé,1,Saire
salgadinho,1,Salgadinho
vertentedolerio,1,Vertente Do Lerio
orobó,1,Orobo
bizarra,1,CHECK_MANUALLY
santamariadocambucá,1,Santa Maria Do Cambuca
aliança,1,Alianca
rajada,1,CHECK_MANUALLY
ibitiranga,1,CHECK_MANUALLY
quixabá,1,Quixaba
maceia³,1,CHECK_MANUALLY
coqueiroseco,1,Coqueiro Seco
luziapolis,1,CHECK_MANUALLY
poxim,1,CHECK_MANUALLY
olhodáguagrande,1,Olho D'Água Grande
saobras,1,Sao Bras
saobrás,1,Sao Bras
saojosédatapera,1,Sao Jose Da Tapera
poçodastrincheiras,1,Poco Das Trincheiras
quebrangulo,1,Quebrangulo
marvermelho,1,Mar Vermelho
jacuípe,1,Jacuipe
sossego,1,Sossego
curraldecima,1,Curral De Cima
piloezinhos,1,Piloezinhos
casserengue,1,Casserengue
araçagi,1,Aracagi
pilõezinhos,1,Piloezinhos
algodaodejandaíra,1,Algodao De Jandaira
cruzdoespiritosanto,1,Cruz Do Espirito Santo
cruzdoespíritosanto,1,Cruz Do Espirito Santo
saojosedamata,1,CHECK_MANUALLY
saodomingosdocariri,1,Sao Domingos Do Cariri
alcantil,1,Alcantil
congo,1,Congo
parari,1,Parari
saojoaodotigre,1,Sao Joao Do Tigre
pindurao,1,CHECK_MANUALLY
santaluziadocariri,1,CHECK_MANUALLY
camalaú,1,Camalau
cacimbas,1,Cacimbas
várzea,1,Varzea
saojosedosabugi,1,Sao Jose Do Sabugi
saojosédosabugi,1,Sao Jose Do Sabugi
olhod'água,1,Olho D'Água
saojosedeprincesa,1,Sao Jose De Princesa
catingueira,1,Catingueira
areiadebaraunas,1,Areia De Baraunas
saojosédobonfim,1,Sao Jose Do Bonfim
saojosédecaiana,1,Sao Jose De Caiana
piancó,1,Pianco
vistaserrana,1,Vista Serrana
matogrosso,1,Mato Grosso
lastro,1,Lastro
pocodantas,1,Poco Dantas
saojosédepiranhas,1,Sao Jose De Piranhas
jocaclaudino,1,Joca Claudino
cachoeiradosíndios,1,Cachoeira Dos Índios
baíaformosa,1,Baia Formosa
jundiá,1,Jundia
saojosédocampestre,1,Sao Jose Do Campestre
jaçana,1,Jacana
montedasgameleiras,1,Monte Das Gameleiras
lagoasalgada,1,Lagoa Salgada
timbaubadosbatistas,1,Timbauba Dos Batistas
ielmomarinho,1,Ielmo Marinho
serradatapuia,1,CHECK_MANUALLY
pedroavelino,1,Pedro Avelino
parazinho,1,Parazinho
cearamirim,1,Ceara-Mirim
ipanguaçu,1,Ipanguacu
bentofernandes,1,Bento Fernandes
paraú,1,Parau
olho-d'aguadoborges,1,Olho D'Água Do Borges
itaú,1,Itau
amanari,1,CHECK_MANUALLY
rafaelarruda,1,CHECK_MANUALLY
saojosédotorto,1,CHECK_MANUALLY
pacujá,1,Pacuja
ararendá,1,Ararenda
senadorsa,1,Senador Sa
deserto,1,CHECK_MANUALLY
sebastiaodeabreu,1,CHECK_MANUALLY
apuiarés,1,Apuiares
generalsampaio,1,General Sampaio
caponga,1,CHECK_MANUALLY
saojoaodedeus,1,CHECK_MANUALLY
feiticeiro,1,CHECK_MANUALLY
guassussê,1,CHECK_MANUALLY
guassusse,1,CHECK_MANUALLY
tauá,1,Taua
mineirolândia,1,CHECK_MANUALLY
quiterianópolis,1,Quiterianopolis
ibicua,1,CHECK_MANUALLY
juatama,1,CHECK_MANUALLY
morrodochapeudopiaui,1,Morro Do Chapeu Do Piaui
nossasenhoradosremedios,1,Nossa Senhora Dos Remedios
madeiro,1,Madeiro
bomprincipiodopiaui,1,Bom Principio Do Piaui
brasileira,1,Brasileira
boqueiraodopiauí,1,Boqueirao Do Piaui
passagemfrancadopiaui,1,Passagem Franca Do Piaui
saofélixdopiauí,1,Sao Felix Do Piaui
coivaras,1,Coivaras
pratadopiaui,1,Prata Do Piaui
novosantoantônio,1,Novo Santo Antonio
lagoadopiaui,1,Lagoa Do Piaui
jardimdomulato,1,Jardim Do Mulato
agricolândia,1,Agricolandia
curralinhos,1,Curralinhos
olhod'águadopiauí,1,Olho D'Água Do Piaui
lagoinhadopiauí,1,Lagoinha Do Piaui
monsenhorgil,1,Monsenhor Gil
lagoinhadopiaui,1,Lagoinha Do Piaui
angicaldopiauí,1,Angical Do Piaui
saojosédopeixe,1,Sao Jose Do Peixe
veramendes,1,Vera Mendes
isaíascoelho,1,Isaias Coelho
novoorientedopiauí,1,Novo Oriente Do Piaui
francinópolis,1,Francinopolis
