cleaned_name,occurrences,correct_name
camposdejúlio,4,Campos De Julio
arenápolis,4,Arenapolis
novamarilandia,4,Nova Marilandia
paranaíta,4,Paranaita
araguaiana,4,Araguaiana
campinápolis,4,Campinapolis
novacasaverde,4,CHECK_MANUALLY
japora,4,Japora
jutí,4,Juti
imbaú,4,Imbau
saojorgedooeste,4,CHECK_MANUALLY
manfrinopolis,4,Manfrinopolis
novasantabárbara,4,Nova Santa Barbara
novafátima,4,Nova Fatima
lupionópolis,4,Lupionopolis
itaguajé,4,Itaguaje
ângulo,4,Ângulo
mauádaserra,4,Maua Da Serra
godoymoreira,4,Godoy Moreira
saojorgedoivaí,4,Sao Jorge Do Ivai
floraí,4,Florai
japurá,4,Japura
brasilândiadosul,4,Brasilandia Do Sul
jardimolinda,4,Jardim Olinda
santamônica,4,Santa Monica
botuvera,4,Botuvera
chapadaodolageado,4,Chapadao Do Lageado
saojosédocerrito,4,Sao Jose Do Cerrito
pescariabrava,4,Pescaria Brava
imaruí,4,Imarui
ermo,4,Ermo
braçodotrombudo,4,Braco Do Trombudo
saocristóvaodosul,4,Sao Cristovao Do Sul
coronelmartins,4,Coronel Martins
guatambú,4,Guatambu
jupiá,4,Jupia
flordosertao,4,Flor Do Sertao
santaterezinhadoprogresso,4,Santa Terezinha Do Progresso
picadacafé,4,Picada Cafe
ipê,4,Ipe
protasioalves,4,Protasio Alves
cambarádosul,4,Cambara Do Sul
tresforquilhas,4,Tres Forquilhas
serio,4,Serio
novabréscia,4,Nova Brescia
aceguá,4,Acegua
paraísodosul,4,Paraiso Do Sul
sentineladosul,4,Sentinela Do Sul
dilermandodeaguiar,4,Dilermando De Aguiar
saomartinhodaserra,4,Sao Martinho Da Serra
barradoquaraí,4,Barra Do Quarai
itacurubi,4,Itacurubi
novaesperançadosul,4,Nova Esperanca Do Sul
unistalda,4,Unistalda
dezesseisdenovembro,4,Dezesseis De Novembro
jóia,4,Joia
cristaldosul,4,Cristal Do Sul
taquaruçudosul,4,Taquarucu Do Sul
derrubadas,4,Derrubadas
barradoguarita,4,Barra Do Guarita
padregonzales,4,CHECK_MANUALLY
coronelbarros,4,Coronel Barros
campinadasmissões,4,Campina Das Missoes
doutormauríciocardoso,4,Doutor Mauricio Cardoso
coxilha,4,Coxilha
matocastelhano,4,Mato Castelhano
pontao,4,Pontao
santoantôniodopalma,4,Santo Antonio Do Palma
lagoadostrescantos,4,Lagoa Dos Tres Cantos
santoantôniodoplanalto,4,Santo Antonio Do Planalto
riodosindios,4,Rio Dos Índios
saojosédoouro,4,Sao Jose Do Ouro
sp,3,CHECK_MANUALLY
polvilho,3,CHECK_MANUALLY
caruara,3,CHECK_MANUALLY
lagoabranca,3,CHECK_MANUALLY
igaraí,3,CHECK_MANUALLY
juruce,3,CHECK_MANUALLY
novaamérica,3,Nova America
engenheirobalduino,3,CHECK_MANUALLY
monções,3,Moncoes
suzanápolis,3,Suzanapolis
novacastilho,3,Nova Castilho
baguacu,3,CHECK_MANUALLY
álvaresflorence,3,Álvares Florence
macedônia,3,Macedonia
santaclaradoeste,3,Santa Clara D'Oeste
marinópolis,3,Marinopolis
santaritadoeste,3,Santa Rita D'Oeste
elisiario,3,Elisiario
botelho,3,CHECK_MANUALLY
agulha,3,CHECK_MANUALLY
glicério,3,Glicerio
avaí,3,Avai
domelia,3,CHECK_MANUALLY
mariápolis,3,Mariapolis
jamaica,3,CHECK_MANUALLY
itaóca,3,Itaoca
taquarivaí,3,Taquarivai
alfredoguedes,3,CHECK_MANUALLY
espíritosantodoturvo,3,Espirito Santo Do Turvo
florestadosul,3,CHECK_MANUALLY
costamachado,3,CHECK_MANUALLY
cuiabapaulista,3,CHECK_MANUALLY
florínia,3,CHECK_MANUALLY
inoa,3,CHECK_MANUALLY
jamapará,3,CHECK_MANUALLY
viscondedemaua,3,CHECK_MANUALLY
manuelduarte,3,CHECK_MANUALLY
frade,3,CHECK_MANUALLY
saosebastiaodecampos,3,CHECK_MANUALLY
santaritadafloresta,3,CHECK_MANUALLY
araguaia,3,CHECK_MANUALLY
apiacá,3,Apiaca
saoroquedocannaa,3,CHECK_MANUALLY
ibiraçu,3,Ibiracu
santoantoniodocanaa,3,CHECK_MANUALLY
montesinai,3,CHECK_MANUALLY
saojoaodosobrado,3,CHECK_MANUALLY
saojorgedotiradentes,3,CHECK_MANUALLY
rocasnovas,3,CHECK_MANUALLY
morrovermelho,3,CHECK_MANUALLY
saosebastiaodebraunas,3,CHECK_MANUALLY
perpétuosocorro,3,CHECK_MANUALLY
saosebastiaodavala,3,CHECK_MANUALLY
limeirademantena,3,CHECK_MANUALLY
novabelem,3,Nova Belem
saojosedoitueto,3,CHECK_MANUALLY
padrefialho,3,CHECK_MANUALLY
santacruzdoescalvado,3,Santa Cruz Do Escalvado
domsilvério,3,Dom Silverio
saobrásdosuaçuí,3,Sao Bras Do Suacui
monsenhorjoaoalexandre,3,CHECK_MANUALLY
itatiaiuçu,3,Itatiaiucu
santaterezinhademinas,3,CHECK_MANUALLY
antunes,3,CHECK_MANUALLY
saojosédogoiabal,3,Sao Jose Do Goiabal
mercês,3,Merces
divinésia,3,Divinesia
donaeuzébia,3,CHECK_MANUALLY
antôniopradodeminas,3,Antonio Prado De Minas
santanadojacaré,3,Santana Do Jacare
virgínia,3,Virginia
crisolia,3,CHECK_MANUALLY
consolacao,3,Consolacao
saotomásdeaquino,3,Sao Tomas De Aquino
senadormodestinogonçalves,3,Senador Modestino Goncalves
saogoncalodoriodaspedras,3,CHECK_MANUALLY
santohipolito,3,Santo Hipolito
joaquimfelício,3,Joaquim Felicio
santohipólito,3,Santo Hipolito
saojoaodopacui,3,Sao Joao Do Pacui
luislandia,3,Luislandia
capitaoenéas,3,Capitao Eneas
conegomarinho,3,Conego Marinho
juramento,3,Juramento
cristália,3,Cristalia
saogeraldodobaguari,3,CHECK_MANUALLY
bertópolis,3,Bertopolis
saojosédodivino,3,Sao Jose Do Divino
barradojacuipe,3,CHECK_MANUALLY
diasdávila,3,Dias D'Ávila
santanópolis,3,Santanopolis
aratuípe,3,Aratuipe
sapeaçu,3,Sapeacu
conceiçaodoalmeida,3,Conceicao Do Almeida
dommacedocosta,3,Dom Macedo Costa
pédeserra,3,Pe De Serra
ipecaeta,3,Ipecaeta
caem,3,Caem
pindobaçu,3,Pindobacu
caldeiraogrande,3,Caldeirao Grande
tapiramutá,3,Tapiramuta
jitaúna,3,Jitauna
caetanos,3,Caetanos
brejões,3,Brejoes
morrodesaopaulo,3,CHECK_MANUALLY
jiquirica,3,Jiquirica
itagibá,3,Itagiba
santacruzdavitória,3,Santa Cruz Da Vitoria
cumuruxatiba,3,CHECK_MANUALLY
ibirajá,3,CHECK_MANUALLY
vereda,3,Vereda
dombasílio,3,Dom Basilio
condeúba,3,Condeuba
piripá,3,Piripa
tanhaçu,3,Tanhacu
ituaçu,3,Ituacu
marcioníliosouza,3,Marcionilio Souza
itaeté,3,Itaete
águafria,3,Água Fria
ouricangas,3,Ouricangas
aporá,3,Apora
sítiodoquinto,3,Sitio Do Quinto
chorrochó,3,Chorrocho
macurure,3,Macurure
indiaroba,3,Indiaroba
cumbe,3,Cumbe
carmópolis,3,Carmopolis
gararu,3,Gararu
malhadadosbois,3,Malhada Dos Bois
neópolis,3,Neopolis
araçoiaba,3,Aracoiaba
serradovento,3,CHECK_MANUALLY
saloá,3,Saloa
paranatama,3,Paranatama
xexeu,3,Xexeu
nossasenhoradoó,3,CHECK_MANUALLY
bodocó,3,Bodoco
afrânio,3,Afranio
calumbi,3,Calumbi
piaçabuçu,3,Piacabucu
limoeirodeanadia,3,Limoeiro De Anadia
jaramataia,3,Jaramataia
monteiropolis,3,Monteiropolis
jacaredoshomens,3,Jacare Dos Homens
estreladealagoas,3,Estrela De Alagoas
flexeiras,3,Flexeiras
jundia,3,Jundia
puxinana,3,Puxinana
novapalmeira,3,Nova Palmeira
cuitedemamanguape,3,Cuite De Mamanguape
capim,3,Capim
donainês,3,Dona Ines
logradouro,3,Logradouro
pedroregis,3,Pedro Regis
riachaodobacamarte,3,Riachao Do Bacamarte
serraria,3,Serraria
remígio,3,Remigio
camalau,3,Camalau
zabele,3,Zabele
juncodoseridó,3,Junco Do Serido
tenorio,3,Tenorio
imaculada,3,Imaculada
matureia,3,Matureia
saojosedeespinharas,3,Sao Jose De Espinharas
olhod'agua,3,Olho D'Água
saojosedobrejodocruz,3,Sao Jose Do Brejo Do Cruz
saojosédalagoatapada,3,Sao Jose Da Lagoa Tapada
jericó,3,Jerico
belemdobrejodocruz,3,Belem Do Brejo Do Cruz
serragrande,3,Serra Grande
diamante,3,Diamante
santanademangueira,3,Santana De Mangueira
espíritosanto,3,Espirito Santo
pipa,3,CHECK_MANUALLY
baiaformosa,3,Baia Formosa
lagoad'anta,3,Lagoa D'Anta
saobentodotrairi,3,Sao Bento Do Trairi
jardimdoseridó,3,Jardim Do Serido
ipueira,3,Ipueira
carnaúbadosdantas,3,Carnauba Dos Dantas
cerrocora,3,Cerro Cora
cerrocorá,3,Cerro Cora
barcelona,3,Barcelona
saotomé,3,Sao Tome
caicaradoriodovento,3,Caicara Do Rio Do Vento
galinhos,3,Galinhos
bodo,3,Bodo
saomigueldetouros,3,CHECK_MANUALLY
lajes,3,Lajes
taipu,3,Taipu
parau,3,Parau
lucrécia,3,Lucrecia
taboleirogrande,3,Taboleiro Grande
luísgomes,3,Luis Gomes
coreaú,3,Coreau
jaibaras,3,CHECK_MANUALLY
santanadoacaraú,3,Santana Do Acarau
moraujo,3,Moraujo
barroquinha,3,Barroquinha
acaraú,3,Acarau
umirim,3,Umirim
jaguaribara,3,Jaguaribara
cariús,3,Carius
sucesso,3,CHECK_MANUALLY
boahora,3,Boa Hora
jocamarques,3,Joca Marques
cocaldetelha,3,Cocal De Telha
domingosmourao,3,Domingos Mourao
caraubasdopiaui,3,Caraubas Do Piaui
juazeirodopiauí,3,Juazeiro Do Piaui
castelodopiauí,3,Castelo Do Piaui
assuncaodopiaui,3,Assuncao Do Piaui
franciscoayres,3,Francisco Ayres
regeneraçao,3,Regeneracao
arraial,3,Arraial
simões,3,Simoes
coloniadopiaui,3,Colonia Do Piaui
isaiascoelho,3,Isaias Coelho
tanquedopiaui,3,Tanque Do Piaui
curralnovodopiaui,3,Curral Novo Do Piaui
santanadopiaui,3,Santana Do Piaui
belemdopiaui,3,Belem Do Piaui
ribeiradopiaui,3,Ribeira Do Piaui
paeslandim,3,Paes Landim
campinasdopiaui,3,Campinas Do Piaui
campoalegredofidalgo,3,Campo Alegre Do Fidalgo
tamborildopiaui,3,Tamboril Do Piaui
brejodopiaui,3,Brejo Do Piaui
riograndedopiauí,3,Rio Grande Do Piaui
floresdopiaui,3,Flores Do Piaui
pavussu,3,Pavussu
bertolinia,3,Bertolinia
curimatá,3,Curimata
riachofrio,3,Riacho Frio
barreirasdopiauí,3,Barreiras Do Piaui
rosário,3,Rosario
palmeirandia,3,Palmeirandia
serranodomaranhao,3,Serrano Do Maranhao
cândidomendes,3,Candido Mendes
santaluziadoparuá,3,Santa Luzia Do Parua
maracaçumé,3,Maracacume
turilandia,3,Turilandia
turiaçu,3,Turiacu
apicum-acu,3,Apicum-Acu
altoalegredopindaré,3,Alto Alegre Do Pindare
conceiçaodolago-açu,3,Conceicao Do Lago-Acu
pindaré-mirim,3,Pindare-Mirim
presidentevargas,3,Presidente Vargas
matoesdonorte,3,Matoes Do Norte
araióses,3,Araioses
aguadocedomaranhao,3,Água Doce Do Maranhao
duquebacelar,3,Duque Bacelar
saojoaodosoter,3,Sao Joao Do Soter
igarapégrande,3,Igarape Grande
governadorluizrocha,3,Governador Luiz Rocha
saojosedosbasilios,3,Sao Jose Dos Basilios
bernardodomearim,3,Bernardo Do Mearim
novacolinas,3,Nova Colinas
beneditoleite,3,Benedito Leite
saopedrodaáguabranca,3,Sao Pedro Da Água Branca
bannach,3,Bannach
vitóriadoxingu,3,Vitoria Do Xingu
igarapé-miri,3,Igarape-Miri
hidrelétricatucuruí,3,CHECK_MANUALLY
piçarra,3,Picarra
novaesperançadopiriá,3,Nova Esperanca Do Piria
acara,3,Acara
santoantôniodotauá,3,Santo Antonio Do Taua
peixe-boi,3,Peixe-Boi
anajás,3,Anajas
salvaterra,3,Salvaterra
boavistadoramos,3,Boa Vista Do Ramos
maués,3,Maues
borba,3,Borba
novoaripuana,3,Novo Aripuana
tapauá,3,Tapaua
codajas,3,Codajas
tefé,3,Tefe
eirunepé,3,Eirunepe
guajara,3,Guajara
marechalthaumaturgo,3,Marechal Thaumaturgo
núcleobandeirante,3,CHECK_MANUALLY
ceilândia,3,CHECK_MANUALLY
recantodasemas,3,CHECK_MANUALLY
brazlandia,3,CHECK_MANUALLY
cocalzinhodegoiás,3,Cocalzinho De Goias
saojoaodalianca,3,Sao Joao D'Alianca
floresdegoiás,3,Flores De Goias
montealegredegoiás,3,Monte Alegre De Goias
leopoldodebulhões,3,Leopoldo De Bulhoes
guapó,3,Guapo
varjao,3,Varjao
aracu,3,Aracu
santarosadegoias,3,Santa Rosa De Goias
jesupolis,3,Jesupolis
itauçu,3,Itaucu
damolandia,3,Damolandia
inaciolândia,3,Inaciolandia
aporé,3,Apore
palminópolis,3,Palminopolis
castelândia,3,Castelandia
santoantôniodabarra,3,Santo Antonio Da Barra
nazário,3,Nazario
novaglória,3,Nova Gloria
santaterezadegoiás,3,Santa Tereza De Goias
amaralina,3,Amaralina
altoparaíso,3,Alto Paraiso
machadinhodoeste,3,Machadinho D'Oeste
vistaalegredoabuna,3,CHECK_MANUALLY
teixeirópolis,3,Teixeiropolis
primaveraderondonia,3,Primavera De Rondonia
santaluziad'oeste,3,Santa Luzia D'Oeste
valedoparaiso,3,Vale Do Paraiso
santaluziadoeste,3,Santa Luzia D'Oeste
ministroandreazza,3,Ministro Andreazza
saosalvadordotocantins,3,Sao Salvador Do Tocantins
duere,3,Duere
mateiros,3,Mateiros
marianópolisdotocantins,3,Marianopolis Do Tocantins
bandeirantesdotocantins,3,Bandeirantes Do Tocantins
colméia,3,Colmeia
santamariadotocantins,3,Santa Maria Do Tocantins
itacajá,3,Itacaja
tupirama,3,Tupirama
brasilândiadotocantins,3,Brasilandia Do Tocantins
carmolandia,3,Carmolandia
babaculandia,3,Babaculandia
angico,3,Angico
luzinopolis,3,Luzinopolis
vilabeladasantíssimatrindade,3,Vila Bela Da Santissima Trindade
rondolandia,3,Rondolandia
rosáriooeste,3,Rosario Oeste
portodosgaúchos,3,Porto Dos Gauchos
santoantôniodoleste,3,Santo Antonio Do Leste
anhandui,3,CHECK_MANUALLY
guaraqueçaba,3,Guaraquecaba
adrianópolis,3,Adrianopolis
bocaiúvadosul,3,Bocaiuva Do Sul
coloniacastrolanda,3,CHECK_MANUALLY
portovitória,3,Porto Vitoria
ináciomartins,3,Inacio Martins
altamiradoparana,3,Altamira Do Parana
riobonitodoiguaçu,3,Rio Bonito Do Iguacu
saojorgedoeste,3,Sao Jorge D'Oeste
verê,3,Vere
enéasmarques,3,Eneas Marques
novaesperançadosudoeste,3,Nova Esperanca Do Sudoeste
altoalegredoiguacu,3,CHECK_MANUALLY
saojosedaspalmeiras,3,Sao Jose Das Palmeiras
bragantina,3,CHECK_MANUALLY
santaritadooeste,3,CHECK_MANUALLY
jundiaídosul,3,Jundiai Do Sul
bentopolis,3,CHECK_MANUALLY
sabáudia,3,Sabaudia
vilareis,3,CHECK_MANUALLY
kaloré,3,Kalore
fênix,3,Fenix
quartocentenário,3,Quarto Centenario
esperancanova,3,Esperanca Nova
ivaté,3,Ivate
santaeliza,3,CHECK_MANUALLY
xambrê,3,Xambre
paranapoema,3,Paranapoema
saojoaodocaiuá,3,Sao Joao Do Caiua
santaisabeldoivaí,3,Santa Isabel Do Ivai
saopedrodealcântara,3,Sao Pedro De Alcantara
painel,3,Painel
dalbergia,3,CHECK_MANUALLY
mirimdoce,3,Mirim Doce
itapocu,3,CHECK_MANUALLY
santacruzdotimbo,3,CHECK_MANUALLY
macieira,3,Macieira
iomerê,3,Iomere
zortéa,3,Zortea
águadoce,3,Água Doce
paial,3,Paial
ipuaçu,3,Ipuacu
águasdechapecó,3,Águas De Chapeco
tigrinhos,3,Tigrinhos
lajeadogrande,3,Lajeado Grande
guarujádosul,3,Guaruja Do Sul
pinhalalto,3,CHECK_MANUALLY
jansen,3,CHECK_MANUALLY
novamilano,3,CHECK_MANUALLY
novapádua,3,Nova Padua
novaaraçá,3,Nova Araca
paraí,3,Parai
itati,3,Itati
pintobandeira,3,Pinto Bandeira
saojosédohortêncio,3,Sao Jose Do Hortencio
valeverde,3,Vale Verde
forquetinha,3,Forquetinha
travesseiro,3,Travesseiro
turucu,3,Turucu
maçambará,3,Macambara
pirapó,3,Pirapo
saopedrodobutiá,3,Sao Pedro Do Butia
salvadordasmissões,3,Salvador Das Missoes
caibaté,3,Caibate
boavistadasmissões,3,Boa Vista Das Missoes
esperancadosul,3,Esperanca Do Sul
catuípe,3,Catuipe
entre-ijuís,3,Entre-Ijuis
novacandelária,3,Nova Candelaria
portomauá,3,Porto Maua
jacuizinho,3,Jacuizinho
coqueirosdosul,3,Coqueiros Do Sul
faxinalzinho,3,Faxinalzinho
novoxingu,3,Novo Xingu
entreriosdosul,3,Entre Rios Do Sul
barradorioazul,3,Barra Do Rio Azul
quatroirmaos,3,Quatro Irmaos
estaçao,3,Estacao
catucaba,2,CHECK_MANUALLY
arapeí,2,Arapei
vendabranca,2,CHECK_MANUALLY
saoroquedafartura,2,CHECK_MANUALLY
saojosédabelavista,2,Sao Jose Da Bela Vista
curupa,2,CHECK_MANUALLY
turiúba,2,Turiuba
novaitapirema,2,CHECK_MANUALLY
monteverdepaulista,2,CHECK_MANUALLY
brasitania,2,CHECK_MANUALLY
vitóriabrasil,2,Vitoria Brasil
rubinéia,2,Rubineia
saojoaodeitaguacu,2,CHECK_MANUALLY
juritis,2,CHECK_MANUALLY
jacuba,2,CHECK_MANUALLY
álvarodecarvalho,2,Álvaro De Carvalho
lucianópolis,2,Lucianopolis
paruru,2,CHECK_MANUALLY
bomsucessodeitararé,2,Bom Sucesso De Itarare
tejupá,2,Tejupa
novapatria,2,CHECK_MANUALLY
ribeiraodosíndios,2,Ribeirao Dos Índios
caiuá,2,Caiua
tecainda,2,CHECK_MANUALLY
lutécia,2,Lutecia
cruzália,2,Cruzalia
florínea,2,Florinea
novaalexandria,2,CHECK_MANUALLY
itacurussá,2,CHECK_MANUALLY
conceiçaodejacareí,2,CHECK_MANUALLY
piao,2,CHECK_MANUALLY
guiadepacobaiba,2,CHECK_MANUALLY
califórniadabarra,2,CHECK_MANUALLY
ipiabas,2,CHECK_MANUALLY
engenheiropassos,2,CHECK_MANUALLY
travessao,2,CHECK_MANUALLY
tocos,2,CHECK_MANUALLY
morrodococo,2,CHECK_MANUALLY
carabucu,2,CHECK_MANUALLY
colônia,2,CHECK_MANUALLY
paraisodotobias,2,CHECK_MANUALLY
conduru,2,CHECK_MANUALLY
pacotuba,2,CHECK_MANUALLY
burarama,2,CHECK_MANUALLY
saojosédocalçado,2,Sao Jose Do Calcado
vilaverde,2,CHECK_MANUALLY
quilometro14domutum,2,CHECK_MANUALLY
santaluziademantenopolis,2,CHECK_MANUALLY
vilanelita,2,CHECK_MANUALLY
taquaraçudeminas,2,Taquaracu De Minas
novamódica,2,Nova Modica
braúnas,2,Braunas
naque-nanuque,2,CHECK_MANUALLY
goiabal,2,CHECK_MANUALLY
chonim,2,CHECK_MANUALLY
saosebastiaodabarra,2,CHECK_MANUALLY
açucena,2,Acucena
saovicentedoriodoce,2,CHECK_MANUALLY
sapucaiadonorte,2,CHECK_MANUALLY
campoalegredeminas,2,CHECK_MANUALLY
saofélixdeminas,2,Sao Felix De Minas
barradocuiete,2,CHECK_MANUALLY
calixto,2,CHECK_MANUALLY
penhadocapim,2,CHECK_MANUALLY
barradoariranha,2,CHECK_MANUALLY
imbédeminas,2,Imbe De Minas
aguasferreas,2,CHECK_MANUALLY
santaefigenia,2,CHECK_MANUALLY
saojoaodojacutinga,2,CHECK_MANUALLY
vermelhovelho,2,CHECK_MANUALLY
granada,2,CHECK_MANUALLY
antôniopereira,2,CHECK_MANUALLY
crucilândia,2,Crucilandia
claudiomanuel,2,CHECK_MANUALLY
vau-acu,2,CHECK_MANUALLY
rodrigosilva,2,CHECK_MANUALLY
santoantôniodoscampos,2,CHECK_MANUALLY
esteios,2,CHECK_MANUALLY
pedradoindaiá,2,Pedra Do Indaia
neolandia,2,CHECK_MANUALLY
boavistademinas,2,CHECK_MANUALLY
cedrodoabaete,2,Cedro Do Abaete
conceiçaodopará,2,Conceicao Do Para
pocoesdepaineiras,2,CHECK_MANUALLY
mocambeiro,2,CHECK_MANUALLY
funilândia,2,Funilandia
inhaúma,2,Inhauma
passabém,2,Passabem
santoantôniodorioabaixo,2,Santo Antonio Do Rio Abaixo
carmésia,2,Carmesia
passabem,2,Passabem
ipoema,2,CHECK_MANUALLY
olaria,2,Olaria
piraúba,2,Pirauba
doresdoparaibuna,2,CHECK_MANUALLY
riodasmortes,2,CHECK_MANUALLY
saosebastiaodavitoria,2,CHECK_MANUALLY
ritápolis,2,Ritapolis
angustura,2,CHECK_MANUALLY
piacatuba,2,CHECK_MANUALLY
tebas,2,CHECK_MANUALLY
caparaó,2,Caparao
ribeiraodesaodomingos,2,CHECK_MANUALLY
conceicaodeipanema,2,Conceicao De Ipanema
saojosédomantimento,2,Sao Jose Do Mantimento
altocaparaó,2,Alto Caparao
divinoespíritosanto,2,CHECK_MANUALLY
ingaí,2,Ingai
jesuânia,2,Jesuania
olímpionoronha,2,Olimpio Noronha
luminosa,2,CHECK_MANUALLY
senadorjosébento,2,Senador Jose Bento
espíritosantododourado,2,Espirito Santo Do Dourado
ipuiúna,2,Ipuiuna
carvalhópolis,2,Carvalhopolis
santacruzdoprata,2,CHECK_MANUALLY
guardinha,2,CHECK_MANUALLY
veríssimo,2,Verissimo
águacomprida,2,Água Comprida
pedrinópolis,2,Pedrinopolis
honorópolis,2,CHECK_MANUALLY
limeiradoeste,2,CHECK_MANUALLY
indianópolis,2,Indianopolis
serrabonita,2,CHECK_MANUALLY
santanadepatos,2,CHECK_MANUALLY
arapuá,2,Arapua
santoantôniodoitambé,2,Santo Antonio Do Itambe
monjolos,2,Monjolos
santafédeminas,2,Santa Fe De Minas
alvacao,2,CHECK_MANUALLY
ubaí,2,Ubai
jequitaí,2,Jequitai
glaucilandia,2,Glaucilandia
franciscópolis,2,Franciscopolis
materlândia,2,Materlandia
sapucaiadeguanhaes,2,CHECK_MANUALLY
santaefigêniademinas,2,Santa Efigenia De Minas
saojosédojacuri,2,Sao Jose Do Jacuri
joséraydan,2,Jose Raydan
queixada,2,CHECK_MANUALLY
pontodomarambaia,2,CHECK_MANUALLY
campanário,2,Campanario
ataléia,2,Ataleia
itapiru,2,CHECK_MANUALLY
doisdeabril,2,CHECK_MANUALLY
palmópolis,2,Palmopolis
passagemdosteixeiras,2,CHECK_MANUALLY
antôniocardoso,2,Antonio Cardoso
conceiçaodafeira,2,Conceicao Da Feira
saúde,2,Saude
filadélfia,2,Filadelfia
várzeadopoço,2,Varzea Do Poco
salobro,2,CHECK_MANUALLY
ribeiraodolargo,2,Ribeirao Do Largo
lucaia,2,CHECK_MANUALLY
caraíbas,2,Caraibas
nilopeçanha,2,Nilo Pecanha
saojosédavitória,2,Sao Jose Da Vitoria
potiraguá,2,Potiragua
itapé,2,Itape
itabatan(mucuri),2,CHECK_MANUALLY
irundiara,2,CHECK_MANUALLY
ibiajara,2,CHECK_MANUALLY
lajedinho,2,Lajedinho
iraporanga,2,CHECK_MANUALLY
sítiogrande,2,CHECK_MANUALLY
salgadalia,2,CHECK_MANUALLY
cristinápolis,2,Cristinapolis
araua,2,Araua
ribeirópolis,2,Ribeiropolis
divinapastora,2,Divina Pastora
rosariodocatete,2,Rosario Do Catete
generalmaynard,2,General Maynard
gracchocardoso,2,CHECK_MANUALLY
brejogrande,2,Brejo Grande
telha,2,Telha
sanharó,2,Sanharo
palmeirina,2,Palmeirina
rainhaisabel,2,CHECK_MANUALLY
santoantoniodasqueimadas,2,CHECK_MANUALLY
batateira,2,CHECK_MANUALLY
cruzes,2,CHECK_MANUALLY
saojosédacoroagrande,2,Sao Jose Da Coroa Grande
pirituba,2,CHECK_MANUALLY
camocimdesaofélix,2,Camocim De Sao Felix
casinhas,2,Casinhas
tracunhaém,2,Tracunhaem
moreilândia,2,Moreilandia
itaíba,2,Itaiba
buíque,2,Buique
betânia,2,Betania
betania,2,Betania
jabitaca,2,CHECK_MANUALLY
junqueiro,2,Junqueiro
vilasaofrancisco,2,CHECK_MANUALLY
olhod'aguagrande,2,Olho D'Água Grande
olhod'águadocasado,2,Olho D'Água Do Casado
santanadomundaú,2,Santana Do Mundau
barradesantoantônio,2,Barra De Santo Antonio
matinhas,2,Matinhas
cuitegi,2,Cuitegi
serradaraiz,2,Serra Da Raiz
jacaraú,2,Jacarau
donaines,2,Dona Ines
ingá,2,Inga
itatuba,2,Itatuba
sobrado,2,Sobrado
juareztavora,2,Juarez Tavora
saojosédosramos,2,Sao Jose Dos Ramos
riachodesantoantonio,2,Riacho De Santo Antonio
saojosédamata,2,CHECK_MANUALLY
barradesantana,2,Barra De Santana
ourovelho,2,Ouro Velho
coxixola,2,Coxixola
assuncao,2,Assuncao
gurjao,2,Gurjao
santanadosgarrotes,2,Santana Dos Garrotes
maed'água,2,Mae D'Água
saojosedobonfim,2,Sao Jose Do Bonfim
malta,2,Malta
marizopolis,2,Marizopolis
carrapateira,2,Carrapateira
pocodejosedemoura,2,Poco De Jose De Moura
montehorebe,2,Monte Horebe
nísiafloresta,2,Nisia Floresta
arez,2,CHECK_MANUALLY
boasaude,2,CHECK_MANUALLY
passaefica,2,Passa E Fica
senadoreloidesouza,2,Senador Eloi De Souza
santanadoserido,2,Santana Do Serido
santanadoseridó,2,Santana Do Serido
lagoadevelhos,2,Lagoa De Velhos
guamaré,2,Guamare
pedragrande,2,Pedra Grande
caiçaradonorte,2,Caicara Do Norte
caiçaradoriodovento,2,Caicara Do Rio Do Vento
riodofogo,2,Rio Do Fogo
pendências,2,Pendencias
itajá,2,Itaja
triunfopotiguar,2,Triunfo Potiguar
tibau,2,Tibau
serradomel,2,Serra Do Mel
olho-d'águadoborges,2,Olho D'Água Do Borges
olho-daguadoborges,2,Olho D'Água Do Borges
rafaelgodeiro,2,Rafael Godeiro
josédapenha,2,Jose Da Penha
majorsales,2,Major Sales
venha-ver,2,Venha-Ver
alcântaras,2,Alcantaras
alcantaras,2,Alcantaras
saojosedotorto,2,CHECK_MANUALLY
bitupita,2,CHECK_MANUALLY
martinópole,2,Martinopole
saoluísdocuru,2,Sao Luis Do Curu
tejuçuoca,2,Tejucuoca
baturité,2,Baturite
itapiúna,2,Itapiuna
tarrafas,2,Tarrafas
granjeiro,2,Granjeiro
caririaçu,2,Caririacu
mangabeira,2,CHECK_MANUALLY
solonópole,2,Solonopole
cabeceirasdopiaui,2,Cabeceiras Do Piaui
matiasolímpio,2,Matias Olimpio
lagoadesaofrancisco,2,Lagoa De Sao Francisco
caxingo,2,Caxingo
miltonbrandao,2,Milton Brandao
nossasenhoradenazare,2,Nossa Senhora De Nazare
boqueiraodopiaui,2,Boqueirao Do Piaui
altolonga,2,Alto Longa
saomigueldabaixagrande,2,Sao Miguel Da Baixa Grande
lagoadositio,2,Lagoa Do Sitio
aroazes,2,Aroazes
palmeirais,2,Palmeirais
miguelleao,2,Miguel Leao
francinopolis,2,Francinopolis
florestadopiaui,2,Floresta Do Piaui
jaicós,2,Jaicos
campograndedopiauí,2,Campo Grande Do Piaui
saofranciscodopiauí,2,Sao Francisco Do Piaui
